PV [kW],Battery [kWh],Inverter [kW],CAPEX [€],Self-Consumption [%],Self-Sufficiency [%],Earning for Discharge to Grid,Earning for PV Feed-in to Grid,Opportunity Cost of Not PV Feed-in to Grid,Savings from Avoided Grid Import Cost,Cost for Covering Load from Grid,Cost for Charging Battery from Grid,Total Earnings,Energy Cost,Fixed Annual Cost [€],Net Bill [€],Optimization Profit,Cycles,Grid Import [kWh],Grid Export [kWh],Opt. Profit / kWh Battery [€/kWh],Opt. Profit / kWp PV [€/kW],Opt. Profit / kW Inverter [€/kW],Opt. Profit / CAPEX,Cycles / CAPEX [cycle/€]
11.0,7.0,12.0,12095.0,29.34,95.16,108.93,526.74,112.96,455.8,43.78,1.31,635.67,45.08,160.2,430.38,773.22,321.2,159.85,9846.97,110.46,70.2927,64.435,0.063929,0.026556
11.0,7.0,13.0,12285.0,29.34,95.16,108.93,526.74,112.96,455.8,43.78,1.31,635.67,45.08,160.2,430.38,773.22,321.2,159.85,9846.97,110.46,70.2927,59.4785,0.06294,0.026146
11.0,7.0,14.0,12475.0,29.34,95.16,108.93,526.74,112.96,455.8,43.78,1.31,635.67,45.08,160.2,430.38,773.22,321.2,159.85,9846.97,110.46,70.2927,55.23,0.061982,0.025747
11.0,8.0,6.0,11305.0,31.22,96.18,143.57,516.79,122.91,464.84,34.74,1.31,660.36,36.05,160.2,464.12,806.04,311.66,127.25,9787.72,100.7555,73.2767,134.3406,0.0713,0.027568
11.0,8.0,7.0,11495.0,31.22,96.17,143.76,516.82,122.87,464.76,34.82,1.31,660.58,36.12,160.2,464.26,806.14,311.71,127.43,9787.85,100.7676,73.2855,115.163,0.07013,0.027117
11.0,8.0,8.0,11685.0,31.22,96.17,143.76,516.83,122.86,464.76,34.82,1.31,660.59,36.12,160.2,464.27,806.16,311.71,127.43,9787.85,100.7704,73.2875,100.7704,0.068991,0.026676
11.0,8.0,9.0,11875.0,31.22,96.17,143.76,516.83,122.86,464.76,34.82,1.31,660.59,36.12,160.2,464.27,806.16,311.71,127.43,9787.85,100.7704,73.2875,89.5736,0.067887,0.02625
11.0,8.0,10.0,12065.0,31.22,96.17,143.76,516.83,122.86,464.76,34.82,1.31,660.59,36.12,160.2,464.27,806.16,311.71,127.43,9787.85,100.7704,73.2875,80.6163,0.066818,0.025836
11.0,8.0,11.0,12255.0,31.22,96.17,143.76,516.83,122.86,464.76,34.82,1.31,660.59,36.12,160.2,464.27,806.16,311.71,127.43,9787.85,100.7704,73.2875,73.2875,0.065782,0.025436
11.0,8.0,12.0,12445.0,31.22,96.17,143.76,516.83,122.86,464.76,34.82,1.31,660.59,36.12,160.2,464.27,806.16,311.71,127.43,9787.85,100.7704,73.2875,67.1802,0.064778,0.025047
11.0,8.0,13.0,12635.0,31.22,96.17,143.76,516.83,122.86,464.76,34.82,1.31,660.59,36.12,160.2,464.27,806.16,311.71,127.43,9787.85,100.7704,73.2875,62.0125,0.063804,0.024671
11.0,8.0,14.0,12825.0,31.22,96.17,143.76,516.83,122.86,464.76,34.82,1.31,660.59,36.12,160.2,464.27,806.16,311.71,127.43,9787.85,100.7704,73.2875,57.5831,0.062859,0.024305
11.0,8.0,15.0,13015.0,31.22,96.17,143.76,516.83,122.86,464.76,34.82,1.31,660.59,36.12,160.2,464.27,806.16,311.71,127.43,9787.85,100.7704,73.2875,53.7442,0.061941,0.02395
11.0,9.0,6.0,11655.0,32.97,96.7,177.66,508.62,131.07,469.57,30.01,1.31,686.28,31.31,160.2,494.77,833.27,302.43,110.48,9746.04,92.5851,75.7514,138.8776,0.071494,0.025948
11.0,9.0,7.0,11845.0,32.98,96.67,178.49,508.66,131.04,469.17,30.4,1.31,687.14,31.71,160.2,495.23,833.36,302.48,111.48,9747.0,92.5961,75.7604,119.0521,0.070356,0.025536
11.0,9.0,8.0,12035.0,32.98,96.66,178.5,508.67,131.03,469.16,30.42,1.31,687.17,31.72,160.2,495.25,833.39,302.48,111.5,9747.02,92.5984,75.7624,104.1732,0.069247,0.025133
11.0,9.0,9.0,12225.0,32.98,96.66,178.5,508.67,131.03,469.16,30.42,1.31,687.17,31.72,160.2,495.25,833.39,302.48,111.5,9747.02,92.5984,75.7624,92.5984,0.068171,0.024742
11.0,9.0,10.0,12415.0,32.98,96.66,178.5,508.67,131.03,469.16,30.42,1.31,687.17,31.72,160.2,495.25,833.39,302.48,111.5,9747.02,92.5984,75.7624,83.3386,0.067127,0.024364
11.0,9.0,11.0,12605.0,32.98,96.66,178.5,508.67,131.03,469.16,30.42,1.31,687.17,31.72,160.2,495.25,833.39,302.48,111.5,9747.02,92.5984,75.7624,75.7624,0.066116,0.023997
11.0,9.0,12.0,12795.0,32.98,96.66,178.5,508.67,131.03,469.16,30.42,1.31,687.17,31.72,160.2,495.25,833.39,302.48,111.5,9747.02,92.5984,75.7624,69.4488,0.065134,0.02364
11.0,9.0,13.0,12985.0,32.98,96.66,178.5,508.67,131.03,469.16,30.42,1.31,687.17,31.72,160.2,495.25,833.39,302.48,111.5,9747.02,92.5984,75.7624,64.1066,0.064181,0.023294
11.0,9.0,14.0,13175.0,32.98,96.66,178.5,508.67,131.03,469.16,30.42,1.31,687.17,31.72,160.2,495.25,833.39,302.48,111.5,9747.02,92.5984,75.7624,59.5276,0.063255,0.022958
11.0,9.0,15.0,13365.0,32.98,96.66,178.5,508.67,131.03,469.16,30.42,1.31,687.17,31.72,160.2,495.25,833.39,302.48,111.5,9747.02,92.5984,75.7624,55.5591,0.062356,0.022632
11.0,10.0,6.0,12005.0,34.7,97.08,212.07,500.48,139.21,472.95,26.62,1.31,712.55,27.93,160.2,524.42,858.16,294.66,98.05,9709.12,85.816,78.0145,143.0266,0.071484,0.024545
11.0,10.0,7.0,12195.0,34.7,97.08,212.86,500.48,139.21,472.89,26.68,1.31,713.34,27.99,160.2,525.16,858.83,294.74,98.21,9709.2,85.8835,78.0759,122.6907,0.070425,0.024169
11.0,10.0,8.0,12385.0,34.7,97.05,213.54,500.49,139.2,472.54,27.04,1.31,714.03,28.34,160.2,525.49,858.82,294.74,99.09,9710.07,85.8823,78.0748,107.3529,0.069344,0.023798
11.0,10.0,9.0,12575.0,34.7,97.05,213.54,500.49,139.2,472.54,27.04,1.31,714.03,28.34,160.2,525.49,858.82,294.74,99.09,9710.07,85.8823,78.0748,95.4248,0.068296,0.023438
11.0,10.0,10.0,12765.0,34.7,97.05,213.54,500.49,139.2,472.54,27.04,1.31,714.03,28.34,160.2,525.49,858.82,294.74,99.09,9710.07,85.8823,78.0748,85.8823,0.06728,0.023089
11.0,10.0,11.0,12955.0,34.7,97.05,213.54,500.49,139.2,472.54,27.04,1.31,714.03,28.34,160.2,525.49,858.82,294.74,99.09,9710.07,85.8823,78.0748,78.0748,0.066293,0.022751
11.0,10.0,12.0,13145.0,34.7,97.05,213.54,500.49,139.2,472.54,27.04,1.31,714.03,28.34,160.2,525.49,858.82,294.74,99.09,9710.07,85.8823,78.0748,71.5686,0.065335,0.022422
11.0,10.0,13.0,13335.0,34.7,97.05,213.54,500.49,139.2,472.54,27.04,1.31,714.03,28.34,160.2,525.49,858.82,294.74,99.09,9710.07,85.8823,78.0748,66.0633,0.064404,0.022102
11.0,10.0,14.0,13525.0,34.7,97.05,213.54,500.49,139.2,472.54,27.04,1.31,714.03,28.34,160.2,525.49,858.82,294.74,99.09,9710.07,85.8823,78.0748,61.3445,0.063499,0.021792
11.0,10.0,15.0,13715.0,34.7,97.05,213.54,500.49,139.2,472.54,27.04,1.31,714.03,28.34,160.2,525.49,858.82,294.74,99.09,9710.07,85.8823,78.0748,57.2549,0.062619,0.02149
11.0,11.0,6.0,12355.0,36.4,97.43,244.47,492.39,147.31,475.94,23.64,1.31,736.86,24.94,160.2,551.72,880.35,288.08,86.92,9673.77,80.0321,80.0321,146.7255,0.071255,0.023317
11.0,11.0,7.0,12545.0,36.43,97.42,247.58,492.15,147.55,475.81,23.77,1.31,739.73,25.07,160.2,554.46,882.72,288.35,87.32,9673.83,80.2471,80.2471,126.1025,0.070364,0.022986
11.0,11.0,8.0,12735.0,36.43,97.41,248.16,492.15,147.55,475.7,23.88,1.31,740.3,25.18,160.2,554.92,883.07,288.37,87.63,9674.13,80.2791,80.2791,110.3837,0.069342,0.022644
11.0,11.0,9.0,12925.0,36.43,97.38,248.72,492.15,147.55,475.39,24.18,1.31,740.86,25.49,160.2,555.18,883.02,288.37,88.35,9674.85,80.2749,80.2749,98.1138,0.068319,0.022311
11.0,11.0,10.0,13115.0,36.43,97.38,248.72,492.15,147.55,475.39,24.18,1.31,740.86,25.49,160.2,555.18,883.02,288.37,88.35,9674.85,80.2749,80.2749,88.3024,0.067329,0.021988
11.0,11.0,11.0,13305.0,36.43,97.38,248.72,492.15,147.55,475.39,24.18,1.31,740.86,25.49,160.2,555.18,883.02,288.37,88.35,9674.85,80.2749,80.2749,80.2749,0.066368,0.021674
11.0,11.0,12.0,13495.0,36.43,97.38,248.72,492.15,147.55,475.39,24.18,1.31,740.86,25.49,160.2,555.18,883.02,288.37,88.35,9674.85,80.2749,80.2749,73.5854,0.065433,0.021368
11.0,11.0,13.0,13685.0,36.43,97.38,248.72,492.15,147.55,475.39,24.18,1.31,740.86,25.49,160.2,555.18,883.02,288.37,88.35,9674.85,80.2749,80.2749,67.925,0.064525,0.021072
11.0,11.0,14.0,13875.0,36.43,97.38,248.72,492.15,147.55,475.39,24.18,1.31,740.86,25.49,160.2,555.18,883.02,288.37,88.35,9674.85,80.2749,80.2749,63.0732,0.063641,0.020783
11.0,11.0,15.0,14065.0,36.43,97.38,248.72,492.15,147.55,475.39,24.18,1.31,740.86,25.49,160.2,555.18,883.02,288.37,88.35,9674.85,80.2749,80.2749,58.8683,0.062782,0.020502
11.0,12.0,6.0,12705.0,38.04,97.71,274.91,485.16,154.53,478.37,21.2,1.31,760.07,22.51,160.2,577.36,901.2,281.82,77.72,9641.32,75.1003,81.9276,150.2005,0.070933,0.022182
11.0,12.0,7.0,12895.0,38.1,97.68,280.17,484.47,155.22,478.05,21.53,1.31,764.64,22.83,160.2,581.61,904.43,282.55,78.72,9641.39,75.3694,82.2211,129.2046,0.070138,0.021911
11.0,12.0,8.0,13085.0,38.12,97.67,282.73,484.27,155.42,477.97,21.61,1.31,767.0,22.91,160.2,583.89,906.44,282.69,78.97,9641.45,75.5365,82.4035,113.3048,0.069273,0.021604
11.0,12.0,9.0,13275.0,38.12,97.66,283.22,484.27,155.42,477.8,21.77,1.31,767.5,23.08,160.2,584.22,906.61,282.69,79.43,9641.91,75.5505,82.4187,100.734,0.068294,0.021295
11.0,12.0,10.0,13465.0,38.12,97.64,283.67,484.27,155.42,477.56,22.02,1.31,767.94,23.33,160.2,584.42,906.55,282.69,80.0,9642.48,75.5459,82.4137,90.6551,0.067326,0.020995
11.0,12.0,11.0,13655.0,38.12,97.64,283.67,484.27,155.42,477.56,22.02,1.31,767.94,23.33,160.2,584.42,906.55,282.69,80.0,9642.48,75.5459,82.4137,82.4137,0.06639,0.020703
11.0,12.0,12.0,13845.0,38.12,97.64,283.67,484.27,155.42,477.56,22.02,1.31,767.94,23.33,160.2,584.42,906.55,282.69,80.0,9642.48,75.5459,82.4137,75.5459,0.065479,0.020419
11.0,12.0,13.0,14035.0,38.12,97.64,283.67,484.27,155.42,477.56,22.02,1.31,767.94,23.33,160.2,584.42,906.55,282.69,80.0,9642.48,75.5459,82.4137,69.7347,0.064592,0.020142
11.0,12.0,14.0,14225.0,38.12,97.64,283.67,484.27,155.42,477.56,22.02,1.31,767.94,23.33,160.2,584.42,906.55,282.69,80.0,9642.48,75.5459,82.4137,64.7536,0.063729,0.019873
11.0,12.0,15.0,14415.0,38.12,97.64,283.67,484.27,155.42,477.56,22.02,1.31,767.94,23.33,160.2,584.42,906.55,282.69,80.0,9642.48,75.5459,82.4137,60.4367,0.062889,0.019611
11.0,13.0,7.0,13245.0,39.72,97.93,310.7,477.17,162.53,480.13,19.45,1.31,787.87,20.76,160.2,606.91,924.51,277.04,70.89,9610.53,71.1161,84.0463,132.0727,0.069801,0.020917
11.0,13.0,8.0,13435.0,39.77,97.89,315.48,476.61,163.09,479.8,19.78,1.31,792.09,21.08,160.2,610.81,927.52,277.5,71.89,9610.9,71.3477,84.32,115.94,0.069038,0.020655
11.0,13.0,9.0,13625.0,39.78,97.89,317.46,476.49,163.2,479.77,19.81,1.31,793.95,21.11,160.2,612.64,929.2,277.58,71.98,9610.88,71.4772,84.4731,103.2449,0.068198,0.020373
11.0,13.0,10.0,13815.0,39.78,97.87,318.0,476.49,163.2,479.55,20.03,1.31,794.49,21.33,160.2,612.96,929.31,277.58,72.59,9611.49,71.4852,84.4825,92.9308,0.067268,0.020093
11.0,13.0,11.0,14005.0,39.78,97.86,318.33,476.49,163.2,479.36,20.22,1.31,794.82,21.53,160.2,613.1,929.25,277.58,73.02,9611.91,71.4809,84.4774,84.4774,0.066351,0.01982
11.0,13.0,12.0,14195.0,39.78,97.86,318.33,476.49,163.2,479.36,20.22,1.31,794.82,21.53,160.2,613.1,929.25,277.58,73.02,9611.91,71.4809,84.4774,77.4376,0.065463,0.019555
11.0,13.0,13.0,14385.0,39.78,97.86,318.33,476.49,163.2,479.36,20.22,1.31,794.82,21.53,160.2,613.1,929.25,277.58,73.02,9611.91,71.4809,84.4774,71.4809,0.064599,0.019297
11.0,13.0,14.0,14575.0,39.78,97.86,318.33,476.49,163.2,479.36,20.22,1.31,794.82,21.53,160.2,613.1,929.25,277.58,73.02,9611.91,71.4809,84.4774,66.3751,0.063757,0.019045
11.0,13.0,15.0,14765.0,39.78,97.86,318.33,476.49,163.2,479.36,20.22,1.31,794.82,21.53,160.2,613.1,929.25,277.58,73.02,9611.91,71.4809,84.4774,61.9501,0.062936,0.0188
11.0,14.0,7.0,13595.0,41.28,98.13,340.36,470.05,169.64,481.75,17.82,1.31,810.41,19.13,160.2,631.09,943.2,271.73,64.43,9581.94,67.3712,85.7452,134.7424,0.069378,0.019987
11.0,14.0,8.0,13785.0,41.37,98.11,346.18,469.06,170.64,481.55,18.03,1.31,815.24,19.33,160.2,635.71,946.62,272.56,65.08,9581.34,67.6156,86.0562,118.3273,0.06867,0.019772
11.0,14.0,9.0,13975.0,41.41,98.08,350.57,468.63,171.07,481.24,18.34,1.31,819.2,19.64,160.2,639.36,949.53,272.92,66.03,9581.75,67.8237,86.321,105.5035,0.067945,0.019529
11.0,14.0,10.0,14165.0,41.41,98.08,352.09,468.54,171.15,481.24,18.34,1.31,820.63,19.64,160.2,640.79,950.87,272.97,66.03,9581.67,67.9194,86.4429,95.0872,0.067128,0.019271
11.0,14.0,11.0,14355.0,41.41,98.05,352.72,468.54,171.15,480.95,18.62,1.31,821.26,19.93,160.2,641.13,950.93,272.97,66.79,9582.43,67.9235,86.4481,86.4481,0.066244,0.019016
11.0,14.0,12.0,14545.0,41.41,98.04,352.93,468.54,171.15,480.83,18.75,1.31,821.47,20.05,160.2,641.22,950.89,272.97,67.06,9582.71,67.9209,86.4448,79.241,0.065376,0.018768
11.0,14.0,13.0,14735.0,41.41,98.04,352.93,468.54,171.15,480.83,18.75,1.31,821.47,20.05,160.2,641.22,950.89,272.97,67.06,9582.71,67.9209,86.4448,73.1456,0.064533,0.018526
11.0,14.0,14.0,14925.0,41.41,98.04,352.93,468.54,171.15,480.83,18.75,1.31,821.47,20.05,160.2,641.22,950.89,272.97,67.06,9582.71,67.9209,86.4448,67.9209,0.063711,0.01829
11.0,14.0,15.0,15115.0,41.41,98.04,352.93,468.54,171.15,480.83,18.75,1.31,821.47,20.05,160.2,641.22,950.89,272.97,67.06,9582.71,67.9209,86.4448,63.3928,0.062911,0.01806
11.0,15.0,8.0,14135.0,42.92,98.29,375.83,461.77,177.92,483.06,16.52,1.31,837.6,17.82,160.2,659.58,964.71,267.87,59.04,9553.23,64.3142,87.7012,120.5892,0.06825,0.018951
11.0,15.0,9.0,14325.0,42.99,98.27,381.28,461.01,178.69,482.8,16.77,1.31,842.28,18.08,160.2,664.01,968.12,268.5,59.84,9553.0,64.5415,88.0111,107.5692,0.067583,0.018744
11.0,15.0,10.0,14515.0,43.03,98.24,385.3,460.64,179.05,482.54,17.03,1.31,845.94,18.34,160.2,667.41,970.89,268.79,60.64,9553.35,64.7263,88.2631,97.0894,0.066889,0.018518
11.0,15.0,11.0,14705.0,43.03,98.24,386.46,460.57,179.12,482.54,17.03,1.31,847.03,18.34,160.2,668.5,971.91,268.83,60.64,9553.29,64.7943,88.3558,88.3558,0.066094,0.018281
11.0,15.0,12.0,14895.0,43.03,98.22,387.18,460.57,179.12,482.19,17.39,1.31,847.75,18.69,160.2,668.86,971.92,268.83,61.55,9554.19,64.795,88.3568,80.9937,0.065252,0.018048
11.0,15.0,13.0,15085.0,43.03,98.21,387.28,460.57,179.12,482.13,17.44,1.31,847.85,18.75,160.2,668.9,971.91,268.83,61.68,9554.32,64.7938,88.3552,74.7621,0.064429,0.017821
11.0,15.0,14.0,15275.0,43.03,98.21,387.28,460.57,179.12,482.13,17.44,1.31,847.85,18.75,160.2,668.9,971.91,268.83,61.68,9554.32,64.7938,88.3552,69.422,0.063627,0.017599
11.0,15.0,15.0,15465.0,43.03,98.21,387.28,460.57,179.12,482.13,17.44,1.31,847.85,18.75,160.2,668.9,971.91,268.83,61.68,9554.32,64.7938,88.3552,64.7938,0.062846,0.017383
12.0,6.0,6.0,10735.0,25.09,93.58,76.2,606.1,101.25,439.27,57.79,1.3,682.31,59.09,160.2,463.02,801.03,330.54,210.75,11121.8,133.5057,66.7528,133.5057,0.074619,0.030791
12.0,6.0,7.0,10925.0,25.09,93.58,76.2,606.1,101.25,439.27,57.79,1.3,682.31,59.09,160.2,463.02,801.03,330.54,210.75,11121.8,133.5057,66.7528,114.4334,0.073321,0.030256
12.0,6.0,8.0,11115.0,25.09,93.58,76.2,606.1,101.25,439.27,57.79,1.3,682.31,59.09,160.2,463.02,801.03,330.54,210.75,11121.8,133.5057,66.7528,100.1293,0.072068,0.029738
12.0,6.0,9.0,11305.0,25.09,93.58,76.2,606.1,101.25,439.27,57.79,1.3,682.31,59.09,160.2,463.02,801.03,330.54,210.75,11121.8,133.5057,66.7528,89.0038,0.070857,0.029239
12.0,6.0,10.0,11495.0,25.09,93.58,76.2,606.1,101.25,439.27,57.79,1.3,682.31,59.09,160.2,463.02,801.03,330.54,210.75,11121.8,133.5057,66.7528,80.1034,0.069685,0.028755
12.0,6.0,11.0,11685.0,25.09,93.58,76.2,606.1,101.25,439.27,57.79,1.3,682.31,59.09,160.2,463.02,801.03,330.54,210.75,11121.8,133.5057,66.7528,72.8213,0.068552,0.028288
12.0,6.0,12.0,11875.0,25.09,93.58,76.2,606.1,101.25,439.27,57.79,1.3,682.31,59.09,160.2,463.02,801.03,330.54,210.75,11121.8,133.5057,66.7528,66.7528,0.067456,0.027835
12.0,7.0,6.0,11085.0,27.08,95.65,110.83,592.94,114.41,457.62,39.44,1.3,703.76,40.74,160.2,502.82,846.03,323.85,144.21,11024.47,120.8612,70.5023,141.0047,0.076322,0.029215
12.0,7.0,7.0,11275.0,27.09,95.65,110.9,592.97,114.38,457.62,39.44,1.3,703.87,40.74,160.2,502.93,846.16,323.94,144.21,11024.4,120.8806,70.5137,120.8806,0.075048,0.028731
12.0,7.0,8.0,11465.0,27.09,95.65,110.9,592.97,114.38,457.62,39.44,1.3,703.87,40.74,160.2,502.93,846.16,323.94,144.21,11024.4,120.8806,70.5137,105.7705,0.073804,0.028255
12.0,7.0,9.0,11655.0,27.09,95.65,110.9,592.97,114.38,457.62,39.44,1.3,703.87,40.74,160.2,502.93,846.16,323.94,144.21,11024.4,120.8806,70.5137,94.0182,0.072601,0.027794
12.0,7.0,10.0,11845.0,27.09,95.65,110.9,592.97,114.38,457.62,39.44,1.3,703.87,40.74,160.2,502.93,846.16,323.94,144.21,11024.4,120.8806,70.5137,84.6164,0.071436,0.027348
12.0,7.0,11.0,12035.0,27.09,95.65,110.9,592.97,114.38,457.62,39.44,1.3,703.87,40.74,160.2,502.93,846.16,323.94,144.21,11024.4,120.8806,70.5137,76.924,0.070309,0.026916
12.0,7.0,12.0,12225.0,27.09,95.65,110.9,592.97,114.38,457.62,39.44,1.3,703.87,40.74,160.2,502.93,846.16,323.94,144.21,11024.4,120.8806,70.5137,70.5137,0.069216,0.026498
12.0,7.0,13.0,12415.0,27.09,95.65,110.9,592.97,114.38,457.62,39.44,1.3,703.87,40.74,160.2,502.93,846.16,323.94,144.21,11024.4,120.8806,70.5137,65.0896,0.068157,0.026093
12.0,7.0,14.0,12605.0,27.09,95.65,110.9,592.97,114.38,457.62,39.44,1.3,703.87,40.74,160.2,502.93,846.16,323.94,144.21,11024.4,120.8806,70.5137,60.4403,0.067129,0.025699
12.0,8.0,6.0,11435.0,28.84,96.65,146.06,582.89,124.47,466.53,30.53,1.3,728.94,31.83,160.2,536.91,878.98,314.59,111.85,10964.93,109.872,73.248,146.496,0.076867,0.027511
12.0,8.0,7.0,11625.0,28.85,96.65,146.32,582.92,124.43,466.45,30.61,1.3,729.24,31.91,160.2,537.13,879.14,314.71,112.03,10965.01,109.8928,73.2618,125.5917,0.075625,0.027072
12.0,8.0,8.0,11815.0,28.85,96.65,146.32,582.95,124.4,466.45,30.61,1.3,729.27,31.91,160.2,537.16,879.2,314.72,112.03,10965.01,109.9003,73.2669,109.9003,0.074414,0.026637
12.0,8.0,9.0,12005.0,28.85,96.65,146.32,582.95,124.4,466.45,30.61,1.3,729.27,31.91,160.2,537.16,879.2,314.72,112.03,10965.01,109.9003,73.2669,97.6892,0.073236,0.026216
12.0,8.0,10.0,12195.0,28.85,96.65,146.32,582.95,124.4,466.45,30.61,1.3,729.27,31.91,160.2,537.16,879.2,314.72,112.03,10965.01,109.9003,73.2669,87.9203,0.072095,0.025807
12.0,8.0,11.0,12385.0,28.85,96.65,146.32,582.95,124.4,466.45,30.61,1.3,729.27,31.91,160.2,537.16,879.2,314.72,112.03,10965.01,109.9003,73.2669,79.9275,0.070989,0.025411
12.0,8.0,12.0,12575.0,28.85,96.65,146.32,582.95,124.4,466.45,30.61,1.3,729.27,31.91,160.2,537.16,879.2,314.72,112.03,10965.01,109.9003,73.2669,73.2669,0.069917,0.025027
12.0,8.0,13.0,12765.0,28.85,96.65,146.32,582.95,124.4,466.45,30.61,1.3,729.27,31.91,160.2,537.16,879.2,314.72,112.03,10965.01,109.9003,73.2669,67.631,0.068876,0.024655
12.0,8.0,14.0,12955.0,28.85,96.65,146.32,582.95,124.4,466.45,30.61,1.3,729.27,31.91,160.2,537.16,879.2,314.72,112.03,10965.01,109.9003,73.2669,62.8002,0.067866,0.024293
12.0,8.0,15.0,13145.0,28.85,96.65,146.32,582.95,124.4,466.45,30.61,1.3,729.27,31.91,160.2,537.16,879.2,314.72,112.03,10965.01,109.9003,73.2669,58.6135,0.066885,0.023942
12.0,9.0,6.0,11785.0,30.45,97.13,180.87,574.58,132.77,470.82,26.24,1.3,755.45,27.54,160.2,567.71,905.76,305.14,96.34,10924.41,100.6404,75.4803,150.9605,0.076857,0.025892
12.0,9.0,7.0,11975.0,30.46,97.1,181.76,574.62,132.73,470.42,26.63,1.3,756.38,27.94,160.2,568.25,905.94,305.25,97.34,10925.3,100.6595,75.4946,129.4193,0.075652,0.025491
12.0,9.0,8.0,12165.0,30.46,97.1,181.8,574.65,132.7,470.41,26.65,1.3,756.45,27.95,160.2,568.3,906.01,305.26,97.37,10925.33,100.6676,75.5007,113.2511,0.074477,0.025093
12.0,9.0,9.0,12355.0,30.46,97.1,181.8,574.66,132.69,470.41,26.65,1.3,756.46,27.95,160.2,568.31,906.02,305.26,97.37,10925.33,100.6689,75.5017,100.6689,0.073332,0.024707
12.0,9.0,10.0,12545.0,30.46,97.1,181.8,574.66,132.69,470.41,26.65,1.3,756.46,27.95,160.2,568.31,906.02,305.26,97.37,10925.33,100.6689,75.5017,90.602,0.072222,0.024333
12.0,9.0,11.0,12735.0,30.46,97.1,181.8,574.66,132.69,470.41,26.65,1.3,756.46,27.95,160.2,568.31,906.02,305.26,97.37,10925.33,100.6689,75.5017,82.3655,0.071144,0.02397
12.0,9.0,12.0,12925.0,30.46,97.1,181.8,574.66,132.69,470.41,26.65,1.3,756.46,27.95,160.2,568.31,906.02,305.26,97.37,10925.33,100.6689,75.5017,75.5017,0.070098,0.023618
12.0,9.0,13.0,13115.0,30.46,97.1,181.8,574.66,132.69,470.41,26.65,1.3,756.46,27.95,160.2,568.31,906.02,305.26,97.37,10925.33,100.6689,75.5017,69.6939,0.069083,0.023276
12.0,9.0,14.0,13305.0,30.46,97.1,181.8,574.66,132.69,470.41,26.65,1.3,756.46,27.95,160.2,568.31,906.02,305.26,97.37,10925.33,100.6689,75.5017,64.7157,0.068096,0.022943
12.0,9.0,15.0,13495.0,30.46,97.1,181.8,574.66,132.69,470.41,26.65,1.3,756.46,27.95,160.2,568.31,906.02,305.26,97.37,10925.33,100.6689,75.5017,60.4014,0.067137,0.02262
12.0,10.0,6.0,12135.0,32.04,97.49,215.45,566.66,140.69,473.91,23.15,1.3,782.12,24.45,160.2,597.47,930.7,297.21,84.89,10888.35,93.0696,77.558,155.1161,0.076695,0.024492
12.0,10.0,7.0,12325.0,32.05,97.49,216.35,566.66,140.69,473.86,23.2,1.3,783.01,24.5,160.2,598.31,931.48,297.35,85.04,10888.35,93.1476,77.623,133.0681,0.075576,0.024126
12.0,10.0,8.0,12515.0,32.05,97.46,217.04,566.69,140.66,473.5,23.56,1.3,783.73,24.86,160.2,598.68,931.52,297.36,85.93,10889.23,93.152,77.6266,116.44,0.074432,0.02376
12.0,10.0,9.0,12705.0,32.05,97.46,217.04,566.7,140.65,473.5,23.56,1.3,783.74,24.86,160.2,598.68,931.53,297.36,85.93,10889.23,93.1532,77.6276,103.5035,0.07332,0.023405
12.0,10.0,10.0,12895.0,32.05,97.46,217.04,566.7,140.65,473.5,23.56,1.3,783.74,24.86,160.2,598.68,931.53,297.36,85.93,10889.23,93.1532,77.6276,93.1532,0.07224,0.02306
12.0,10.0,11.0,13085.0,32.05,97.46,217.04,566.7,140.65,473.5,23.56,1.3,783.74,24.86,160.2,598.68,931.53,297.36,85.93,10889.23,93.1532,77.6276,84.6847,0.071191,0.022725
12.0,10.0,12.0,13275.0,32.05,97.46,217.04,566.7,140.65,473.5,23.56,1.3,783.74,24.86,160.2,598.68,931.53,297.36,85.93,10889.23,93.1532,77.6276,77.6276,0.070172,0.0224
12.0,10.0,13.0,13465.0,32.05,97.46,217.04,566.7,140.65,473.5,23.56,1.3,783.74,24.86,160.2,598.68,931.53,297.36,85.93,10889.23,93.1532,77.6276,71.6563,0.069182,0.022084
12.0,10.0,14.0,13655.0,32.05,97.46,217.04,566.7,140.65,473.5,23.56,1.3,783.74,24.86,160.2,598.68,931.53,297.36,85.93,10889.23,93.1532,77.6276,66.538,0.068219,0.021776
12.0,10.0,15.0,13845.0,32.05,97.46,217.04,566.7,140.65,473.5,23.56,1.3,783.74,24.86,160.2,598.68,931.53,297.36,85.93,10889.23,93.1532,77.6276,62.1021,0.067283,0.021477
12.0,11.0,6.0,12485.0,33.61,97.78,248.01,558.98,148.38,476.47,20.58,1.3,806.98,21.89,160.2,624.9,953.0,290.4,75.43,10854.66,86.636,79.4164,158.8327,0.076331,0.02326
12.0,11.0,7.0,12675.0,33.63,97.77,251.29,558.7,148.65,476.33,20.73,1.3,809.99,22.03,160.2,627.77,955.45,290.76,75.86,10854.66,86.8595,79.6212,136.4935,0.075381,0.02294
12.0,11.0,8.0,12865.0,33.64,97.76,251.9,558.72,148.63,476.23,20.83,1.3,810.62,22.13,160.2,628.29,955.88,290.78,76.16,10854.93,86.8983,79.6568,119.4852,0.074301,0.022603
